maxtempC,mintempC,sunHour,uvIndex,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindGustKmph,humidity,pressure,tempC,visibility,winddirDegree,windspeedKmph,PortlandRain,precipMM
18,18,14.5,4,0,0,13,14,16,38,1016,18,10,221,12,1,1
25,25,14.5,5,0,-3,16,16,8,30,1017,25,10,117,4,1,0
30,30,14.5,6,0,1,22,21,12,26,1008,30,10,156,7,0,0
21,21,13.5,5,1,4,16,17,24,44,1010,21,10,317,16,0,0
23,23,12.5,5,9,2,17,18,10,37,1007,23,10,253,7,0,0
22,22,14.5,5,16,4,16,17,10,47,1006,22,10,285,7,0,1
16,16,10.5,3,24,7,12,13,14,69,1009,16,10,314,10,0,1
20,20,14.5,4,31,9,15,15,9,69,1013,20,10,221,6,0,1
22,22,14.5,5,39,9,17,18,10,62,1017,22,10,307,7,0,1
27,27,14.5,6,46,9,21,21,10,50,1017,27,10,105,6,0,0
25,25,14.5,5,54,9,20,20,18,53,1015,25,10,247,12,0,1
28,28,14.5,6,61,8,21,21,10,47,1015,28,10,174,6,0,0
23,23,14.5,5,69,6,19,19,26,46,1013,23,10,307,18,0,0
27,27,14.5,5,77,6,19,20,9,45,1016,27,10,238,6,0,0
31,31,14.5,6,84,7,24,24,22,34,1010,31,10,200,14,0,0
25,25,14.5,5,92,3,19,19,22,37,1014,25,10,319,15,0,0
31,31,14.5,6,99,2,22,21,9,28,1010,31,10,198,5,0,0
24,24,14.5,6,100,5,20,20,26,36,1008,24,10,315,18,0,0
23,23,14.5,5,86,5,17,17,22,45,1014,23,10,313,15,0,0
25,25,14.5,5,78,5,18,18,16,44,1018,25,10,238,10,0,0
26,26,14.5,5,75,6,20,20,15,42,1016,26,10,246,11,0,0
24,24,14.5,5,68,1,19,19,22,33,1014,24,10,321,15,0,0
21,21,14.5,5,61,0,14,15,23,36,1015,21,10,310,15,0,0
32,32,14.5,6,54,1,21,20,12,28,1015,32,10,125,8,0,0
36,36,14.5,7,46,3,26,26,12,25,1015,36,10,166,8,0,0
31,31,14.5,7,39,2,24,24,14,23,1019,31,10,282,10,0,0
32,32,14.5,6,32,6,24,24,14,30,1016,32,10,179,9,0,0
34,34,14.5,7,24,6,25,25,13,30,1014,34,10,237,8,0,0
36,36,14.5,7,17,4,26,26,11,25,1014,36,10,167,7,0,0
29,29,14.5,6,10,5,24,24,21,29,1015,29,10,279,14,0,0
29,29,14.5,6,3,5,22,22,17,34,1016,29,10,267,12,0,0
31,31,14.5,6,0,5,22,22,16,33,1015,31,10,275,10,0,0
34,34,14.5,7,0,4,25,25,11,27,1015,34,10,216,7,0,0
34,34,14.5,7,4,3,26,26,15,22,1015,34,10,216,10,0,0
35,35,14.5,7,12,4,25,25,15,24,1015,35,10,283,10,0,1
34,34,14.5,7,19,5,26,26,12,27,1015,34,10,235,8,0,1
34,34,14.5,7,26,5,25,25,10,28,1016,34,10,183,7,0,0
34,34,14.5,7,34,2,26,26,16,22,1015,34,10,198,10,0,0
33,33,14.5,7,41,2,24,24,14,22,1015,33,10,332,9,0,0
33,33,14.5,7,48,1,24,24,11,21,1012,33,10,220,8,0,0
32,32,14.5,6,55,-1,24,24,14,20,1012,32,10,277,10,0,0
31,31,14.5,6,63,-1,23,23,19,21,1018,31,10,324,13,0,0
35,35,14.5,7,70,-1,25,25,9,18,1018,35,10,198,6,0,0
35,35,14.5,7,77,5,27,27,10,23,1016,35,10,219,7,0,1
35,35,14.5,7,84,5,27,27,15,25,1017,35,10,277,10,0,1
34,34,14.5,7,92,3,26,26,13,23,1017,34,10,207,9,0,0
34,34,14.5,7,99,1,26,26,14,19,1014,34,10,253,9,0,0
33,33,14.5,7,100,2,25,25,13,22,1013,33,10,193,9,0,0
34,34,14.5,7,86,2,25,25,12,22,1016,34,10,232,8,0,0
35,35,14.5,7,79,3,26,26,10,22,1017,35,10,168,7,0,0
36,36,13.4,7,75,3,28,28,13,19,1013,36,10,119,8,0,1
35,35,14.5,7,65,5,28,28,10,23,1011,35,10,217,7,0,1
32,32,14.5,7,57,3,25,25,13,24,1011,32,10,289,9,0,0
28,28,14.5,6,50,0,22,22,17,23,1012,28,10,282,12,0,0
28,28,14.5,6,43,2,21,21,18,29,1012,28,10,283,11,0,0
29,29,14.5,6,36,1,22,21,15,27,1014,29,10,319,10,0,0
31,31,14.5,6,28,2,23,23,12,25,1017,31,10,170,7,0,0
33,33,14.5,7,21,2,25,25,14,23,1015,33,10,206,10,0,0
36,36,11.6,7,14,2,27,27,11,21,1014,36,10,164,7,0,0
38,38,11.6,7,6,2,28,28,11,18,1014,38,10,155,7,0,0
40,40,11.6,8,0,0,30,30,16,14,1012,40,10,169,10,0,0
37,37,11.6,8,0,1,29,29,13,16,1011,37,10,233,8,0,1
29,29,11.6,6,1,3,23,23,23,29,1014,29,10,316,15,0,1
32,32,11.6,6,8,0,23,23,17,22,1014,32,10,324,11,0,0
32,32,11.6,6,15,-1,23,23,14,21,1012,32,10,288,9,0,0
34,34,11.6,7,22,-3,25,25,12,15,1012,34,10,164,7,0,0
34,34,11.6,7,30,2,26,26,10,21,1014,34,10,193,6,0,0
32,32,11.6,7,37,5,26,26,15,27,1016,32,10,191,9,0,1
30,30,11.6,6,44,2,23,23,13,28,1018,30,10,319,9,0,0
33,33,11.6,6,51,3,24,24,15,26,1015,33,10,130,10,0,0
31,31,11.6,6,59,3,23,23,18,27,1011,31,10,257,13,0,0
26,26,11.6,5,66,5,20,20,15,40,1016,26,10,318,9,0,0
29,29,11.6,6,73,6,21,21,11,38,1014,29,10,171,7,0,1
29,29,11.6,6,81,3,22,22,10,29,1013,29,10,151,6,0,0
27,27,11.6,6,88,2,21,21,16,28,1011,27,10,217,11,0,0
27,27,11.6,6,95,0,20,20,15,28,1012,27,10,317,9,0,0
22,22,10.4,5,100,3,17,18,18,40,1011,22,10,319,12,0,1
19,19,11.6,4,100,6,14,15,19,55,1013,19,9,325,13,0,1
23,23,11.6,5,83,2,15,15,9,45,1018,23,10,241,5,0,0
28,28,11.6,5,76,1,19,19,11,33,1014,28,10,133,7,0,0
28,28,11.6,6,69,1,22,21,17,26,1011,28,10,240,11,0,1
24,24,11.6,5,65,4,19,19,21,40,1014,24,10,315,13,0,0
25,25,11.6,5,48,0,18,18,12,32,1014,25,10,290,8,0,0
26,26,11.6,5,41,-2,19,19,11,26,1014,26,10,337,8,0,0
28,28,11.6,6,33,-2,21,20,12,23,1013,28,10,176,8,0,0
29,29,11.6,6,26,2,21,21,14,31,1013,29,10,318,9,0,0
33,33,11.6,6,18,0,22,22,7,23,1014,33,10,85,5,0,0
32,32,11.6,7,11,1,24,24,12,21,1016,32,10,121,7,0,1
30,30,10.3,6,3,5,23,23,13,31,1016,30,10,137,7,0,1
27,27,11.6,6,0,3,22,22,17,28,1013,27,10,249,12,0,0
26,26,11.6,5,0,1,20,19,9,30,1013,26,10,252,6,0,0
26,26,9,5,0,0,20,20,13,27,1011,26,10,153,9,0,0
21,21,11.6,5,4,2,16,16,18,42,1010,21,10,276,12,0,0
20,20,11.6,4,12,0,14,14,19,40,1010,20,10,323,12,1,0
20,20,11.6,4,19,-1,15,15,13,34,1012,20,10,243,9,1,0
25,25,11.6,5,27,-4,16,16,13,27,1013,25,10,98,9,1,0
22,22,10.2,5,34,-3,17,18,11,26,1009,22,10,119,6,0,1
22,22,11.6,5,42,0,16,16,14,34,1013,22,10,170,9,0,0
23,23,11.6,5,49,-2,16,16,9,32,1014,23,10,196,5,0,0
24,24,11.6,5,57,-3,16,16,15,28,1012,24,10,287,10,1,0
22,22,11.6,5,64,-2,15,15,19,32,1011,22,10,322,12,0,0
20,20,11.6,4,72,-2,13,14,16,35,1017,20,10,287,10,0,0
25,25,8.8,5,80,-3,17,17,12,26,1017,25,10,114,7,0,0
25,25,7.4,4,87,-3,20,19,19,22,1013,25,10,218,10,0,0
19,19,11.6,5,95,1,15,15,23,40,1013,19,10,324,15,0,0
18,18,11.6,4,100,-4,11,11,19,36,1018,18,10,318,13,1,0
19,19,11.6,4,100,-3,12,12,10,36,1022,19,10,204,6,0,0
21,21,11.6,4,83,-4,14,14,10,31,1022,21,10,184,6,0,0
25,25,11.6,5,75,-3,17,17,10,27,1016,25,10,139,6,0,0
25,25,11.6,5,68,1,18,18,9,32,1010,25,10,170,5,0,0
25,25,11.6,5,60,-1,18,18,12,27,1005,25,10,146,7,0,0
19,19,10.2,5,52,2,16,16,16,39,1009,19,10,231,11,0,1
23,23,10.2,5,51,1,15,15,16,40,1012,23,10,135,10,0,0
23,23,11.6,5,43,3,17,17,10,38,1009,23,10,128,7,0,0
19,19,11.6,4,36,4,15,15,13,51,1010,19,10,309,8,0,1
14,14,7.3,4,29,5,10,11,14,70,1010,14,9,268,9,0,1
14,14,10.2,3,21,2,9,9,8,65,1017,14,9,176,5,0,1
14,14,11.6,4,14,4,9,10,13,64,1013,14,9,229,9,0,1
15,15,11.6,3,7,0,6,9,27,57,1017,15,10,311,19,0,0
13,13,11.6,3,0,-1,7,8,12,52,1014,13,10,285,7,0,0
10,10,5.8,2,0,3,7,8,14,70,1008,10,8,191,10,0,1
11,11,11.6,3,0,1,5,7,11,70,1013,11,10,310,7,1,0
12,12,11.5,3,7,-1,6,7,10,60,1017,12,10,278,7,0,0
15,15,11.5,3,15,-2,9,9,7,49,1018,15,10,156,4,0,0
13,13,11.5,3,22,-4,6,9,26,43,1016,13,10,256,18,0,0
10,10,11.5,2,29,-9,3,5,12,40,1029,10,10,274,7,0,0
12,12,11.4,3,36,-11,5,6,9,29,1029,12,10,133,5,0,0
14,14,11,3,44,-7,8,8,10,35,1027,14,10,135,6,0,0
17,17,10.6,3,51,-2,10,10,7,43,1024,17,10,160,4,0,0
17,17,10.5,4,58,-1,11,11,9,45,1021,17,10,186,5,0,0
18,18,10.5,4,66,0,12,12,8,47,1025,18,10,119,4,0,0
19,19,10.5,4,73,-1,12,13,10,41,1023,19,10,129,5,0,0
19,19,10.4,4,80,0,13,13,9,41,1017,19,10,168,5,0,0
20,20,10.4,4,87,3,14,14,11,47,1015,20,10,86,6,0,1
18,18,10.4,4,95,6,14,14,12,62,1014,18,10,114,7,0,1
18,18,10,4,100,4,12,13,15,55,1015,18,10,173,8,0,1
15,15,10.3,4,100,2,10,10,8,57,1021,15,10,248,5,0,0
19,19,10,4,84,3,13,13,13,50,1020,19,10,132,7,0,0
18,18,10.3,4,76,7,13,13,11,69,1017,18,10,160,6,1,0
20,20,10.3,4,69,5,14,15,23,53,1014,20,10,159,13,1,1
11,11,10.2,3,62,1,6,8,18,61,1019,11,10,319,12,1,1
10,10,10.2,3,54,-2,3,5,15,61,1025,10,10,318,10,1,0
8,8,6.7,2,51,-2,5,6,10,59,1023,8,9,106,6,1,1
15,15,10.2,3,34,5,8,9,11,76,1021,15,10,145,7,0,0
13,13,10,3,26,5,9,10,18,72,1019,13,10,210,11,1,1
11,11,10.1,3,19,0,5,7,15,66,1024,11,10,292,9,0,0
12,12,10,2,11,0,7,8,14,57,1015,12,9,140,8,1,1
9,9,10,3,4,-1,3,5,17,64,1018,9,10,316,10,0,0
8,8,10,2,0,-2,2,4,13,65,1022,8,10,270,8,1,1
7,7,10,2,0,-5,1,3,12,59,1025,7,10,187,8,1,0
6,6,10,2,0,-9,-2,1,17,51,1032,6,10,320,10,0,0
7,7,9.9,2,4,-13,-1,1,11,34,1029,7,10,102,7,0,0
6,6,9.9,2,11,-11,-2,2,22,38,1023,6,10,288,13,0,0
5,5,9.9,2,19,-9,-3,0,14,56,1031,5,10,271,9,0,0
5,5,9.9,2,26,-11,-2,0,10,44,1037,5,10,121,6,0,0
8,8,8.3,2,34,-13,0,1,11,35,1036,8,10,134,6,0,0
8,8,9.8,2,41,-11,1,2,9,37,1031,8,10,168,4,0,0
10,10,9.8,2,49,-7,3,3,8,46,1026,10,10,138,4,0,0
10,10,9.8,2,56,-3,3,4,11,61,1020,10,10,172,6,0,0
7,7,9.8,2,64,-2,2,3,9,71,1024,7,10,231,5,0,0
7,7,9.7,2,72,-5,0,1,8,65,1027,7,10,130,4,0,0
6,6,9.7,2,79,-10,-1,0,8,48,1026,6,10,140,4,0,0
7,7,9.7,2,87,-10,-1,1,9,44,1023,7,10,143,5,0,0
8,8,9.7,2,94,-11,0,2,10,41,1019,8,10,122,6,0,0
10,10,9.7,3,100,-4,4,6,18,49,1012,10,10,158,11,0,1
5,5,6.5,2,100,0,1,4,22,74,1012,5,10,167,14,0,1
5,5,9.6,2,83,-3,-2,2,25,71,1017,5,10,312,16,1,0
5,5,9.6,2,76,-6,-1,0,9,65,1028,5,10,131,5,1,0
5,5,9.6,2,68,-7,-2,0,14,58,1029,5,10,124,8,0,0
6,6,6.5,1,60,-4,1,3,21,59,1018,6,8,122,11,0,1
6,6,9.6,2,53,0,2,3,7,83,1012,6,10,113,4,0,1
6,6,9.5,2,45,-2,0,2,13,73,1007,6,10,159,7,1,0
3,3,6.5,1,38,-1,0,2,14,84,1007,3,8,256,9,1,1
2,2,4.8,1,36,-2,-3,1,17,85,1012,2,8,131,11,0,1
1,1,6.3,1,29,-3,-4,-1,12,87,1018,1,7,297,8,1,1
0,0,8.7,2,22,-6,-5,-4,8,86,1029,0,10,136,5,0,0
-1,-1,8.7,2,15,-9,-9,-6,13,77,1034,-1,10,104,7,0,0
-4,-4,8.7,2,7,-13,-11,-8,10,70,1028,-4,10,160,5,0,0
-4,-4,8.7,2,0,-13,-12,-9,11,75,1029,-4,10,112,6,0,0
-3,-3,8.7,2,0,-12,-10,-7,9,71,1030,-3,10,114,5,0,0
-1,-1,8.7,2,0,-8,-7,-6,8,81,1033,-1,10,191,4,0,0
1,1,6.9,2,7,-6,-8,-4,20,81,1035,1,10,123,11,0,0
-1,-1,6.9,2,14,-7,-6,-4,11,79,1029,-1,10,184,5,0,0
1,1,3.4,1,21,-5,-6,-2,18,84,1028,1,10,96,11,1,0
2,2,8.7,2,29,-3,-4,0,24,82,1023,2,9,235,14,0,1
2,2,8.7,2,36,-7,-6,-2,24,68,1033,2,10,108,13,1,0
3,3,6.9,2,43,-6,-6,-1,37,66,1026,3,10,133,19,0,0
4,4,6.9,2,51,-3,-2,1,20,77,1023,4,10,123,10,0,1
6,6,6.9,2,58,-2,0,3,26,71,1022,6,10,119,13,0,1
6,6,6.9,2,65,1,2,3,12,82,1019,6,10,125,7,0,1
5,5,5.1,1,72,1,0,4,27,82,1020,5,9,134,14,0,1
6,6,8.7,2,80,0,2,3,10,80,1027,6,10,204,5,1,1
7,7,6.9,2,87,-2,1,4,25,65,1022,7,10,120,13,1,0
4,4,6.9,2,94,-3,-1,1,13,74,1020,4,10,306,9,0,1
1,1,6.9,2,100,-7,-4,-2,11,69,1029,1,10,194,7,1,0
2,2,3.4,1,100,-6,-4,0,24,64,1025,2,9,125,15,1,1
4,4,8.7,1,84,0,-1,2,16,87,1019,4,9,124,10,1,1
3,3,8.7,2,77,-2,-3,1,18,80,1017,3,9,285,11,1,1
2,2,8.7,2,69,-8,-4,-2,11,65,1024,2,9,156,6,0,1
1,1,8.7,2,62,-5,-6,-2,19,82,1023,1,8,298,13,0,1
-1,-1,8.7,2,55,-10,-8,-4,18,66,1031,-1,10,288,11,0,0
0,0,6.9,1,48,-5,-3,-2,9,76,1029,0,9,89,5,0,1
2,2,8.7,1,40,-3,-4,1,24,79,1018,2,9,243,15,0,1
-1,-1,8.7,2,36,-9,-8,-4,19,66,1027,-1,10,292,11,1,0
-3,-3,8.7,2,26,-11,-8,-6,11,66,1033,-3,10,129,7,1,0
-1,-1,8.7,2,19,-10,-8,-4,20,63,1032,-1,10,132,8,0,0
1,1,8.7,2,11,-8,-7,-3,24,67,1028,1,10,135,11,0,0
2,2,8.7,2,4,-6,-4,-1,26,69,1020,2,10,141,9,0,0
4,4,8.7,1,0,-5,-4,0,26,67,1012,4,10,143,12,1,1
5,5,3.4,1,0,-2,0,4,26,67,1009,5,6,127,15,1,1
3,3,8.7,2,3,-4,-1,2,19,66,1019,3,7,241,10,0,1
4,4,3.4,1,10,-4,-2,2,27,65,1025,4,9,138,14,1,1
6,6,5.2,1,18,0,2,5,33,69,1018,6,8,136,16,1,1
8,8,6.9,1,25,1,4,6,14,76,1022,8,9,122,8,1,1
7,7,8.7,2,32,-3,-1,2,19,72,1025,7,10,135,11,1,0
5,5,8.7,2,39,-5,-3,1,15,69,1026,5,10,148,9,0,0
3,3,8.7,2,47,-6,-2,0,9,66,1026,3,10,146,8,0,0
3,3,8.7,2,54,-8,-3,-1,11,63,1025,3,10,153,7,0,0
1,1,3.4,1,61,-5,-3,-1,10,73,1021,1,8,150,8,0,1
5,5,5.2,1,69,-2,-2,2,20,78,1018,5,8,128,13,0,1
8,8,7,2,76,2,3,6,30,77,1010,8,8,192,19,0,1
6,6,7,1,83,-1,2,4,17,71,1022,6,9,255,9,1,1
5,5,3.5,1,90,2,1,5,30,81,1024,5,6,115,15,1,1
8,8,3.5,2,98,4,5,7,26,80,1013,8,8,123,14,1,1
4,4,8.7,2,100,-3,-3,2,36,72,1021,4,10,316,21,1,1
3,3,8.7,2,88,-6,-3,0,14,67,1033,3,10,165,7,0,0
5,5,3.5,1,81,-1,0,3,19,76,1027,5,6,224,9,0,1
6,6,8.7,2,73,-1,0,2,15,81,1032,6,9,255,9,1,0
6,6,8.7,2,66,-3,-1,1,16,76,1032,6,10,181,8,1,0
7,7,8.7,2,59,-3,0,2,14,72,1033,7,10,258,6,0,0
8,8,8.7,2,51,-3,1,2,15,70,1026,8,10,213,8,0,0
6,6,5.3,1,44,-5,-2,1,19,69,1030,6,10,119,8,0,0
5,5,8.7,2,37,-7,-2,0,11,60,1026,5,10,159,5,0,0
5,5,5.3,1,30,-7,-2,0,12,60,1021,5,10,145,7,0,0
7,7,8.7,2,26,-4,0,2,15,66,1019,7,10,142,8,0,0
8,8,8.7,2,8,-2,0,3,27,66,1012,8,10,142,14,0,0
9,9,6.5,2,1,2,3,6,26,78,1008,9,8,142,12,0,1
9,9,5,2,0,2,4,6,15,76,1001,9,7,175,10,1,1
8,8,5.2,2,0,1,3,6,32,70,999,8,8,129,20,0,1
1,1,10.4,1,0,-4,-4,0,16,75,1004,1,10,305,11,1,1
-2,-2,10.5,1,7,-10,-10,-4,29,63,1017,-2,9,307,20,1,1
-3,-3,10.5,2,14,-14,-9,-6,14,51,1030,-3,10,110,9,0,0
1,1,8.4,1,22,-10,-7,-2,23,57,1023,1,11,147,16,0,1
3,3,5.3,1,29,-5,-4,1,30,64,1013,3,13,138,21,0,1
1,1,8.4,1,37,-7,-5,-1,17,67,1012,1,9,291,10,0,1
2,2,5.3,1,44,-5,-4,0,22,67,1015,2,6,156,14,1,1
3,3,6.9,1,52,-5,-3,2,37,59,1017,3,10,129,21,1,1
3,3,5.3,1,60,0,-1,3,31,82,1006,3,5,119,20,1,1
7,7,5.3,2,67,3,2,5,30,85,997,7,7,125,18,1,1
5,5,6.9,1,75,-2,1,4,19,68,1005,5,9,221,12,0,1
3,3,5.4,1,82,-4,-3,1,11,74,1014,3,10,191,10,1,1
2,2,5.4,1,90,-4,-3,0,14,80,1018,2,11,305,10,1,1
1,1,10.8,2,97,-7,-6,-2,20,72,1025,1,11,309,13,1,0
0,0,10.1,1,100,-9,-8,-4,13,68,1024,0,10,248,8,0,1
1,1,5.4,1,88,-4,-4,-1,10,81,1011,1,3,232,9,0,1
0,0,5.4,1,80,-7,-7,-3,10,76,1015,0,4,275,9,1,1
0,0,10.9,2,73,-9,-8,-4,11,71,1021,0,11,119,7,1,0
1,1,5.5,1,65,-5,-5,0,22,73,1022,1,13,138,12,0,1
3,3,5.5,1,57,-1,-2,2,26,81,1017,3,4,132,14,1,1
6,6,5.5,1,50,0,0,4,25,81,1011,6,8,134,15,1,1
5,5,5.5,1,42,2,1,4,11,80,1015,5,5,345,12,1,1
6,6,5.5,1,35,2,2,4,18,84,1022,6,7,130,10,0,1
7,7,10.1,1,27,2,2,5,18,86,1022,7,9,293,10,0,1
7,7,10.1,1,26,1,2,5,9,77,1020,7,10,198,11,1,1
7,7,11.2,3,19,2,3,5,10,78,1013,7,10,173,14,0,1
7,7,11.2,2,12,1,2,5,8,78,1015,7,10,302,11,0,0
4,4,11.2,2,4,-7,-3,0,13,60,1024,4,10,147,10,0,0
6,6,10.1,1,0,-4,-2,2,22,63,1020,6,10,147,15,0,1
8,8,5.6,2,0,2,1,5,27,82,1006,8,8,136,17,0,1
6,6,10.1,2,3,-1,2,5,18,67,1010,6,9,250,12,0,1
2,2,10.1,1,10,-8,-3,0,19,55,1012,2,10,314,13,0,0
2,2,5.7,1,17,-8,-3,-1,11,60,1016,2,8,136,8,1,1
3,3,11.4,2,24,-6,-3,-1,10,63,1021,3,9,243,7,1,1
5,5,11.4,2,32,-6,-1,1,9,59,1025,5,10,146,5,0,0
6,6,7.2,1,39,-4,-1,3,31,65,1013,6,7,190,18,0,1
4,4,11.5,2,46,-6,-6,0,34,66,1019,4,9,322,24,0,1
